Dates;Destination;Group;Period;Price;Regio;Status;min_price
['15.12.2019', '10.01.2020'];New York La Guardia;last-minute;2019-12;287;USA East;07/12/2019;211
['15.12.2019', '18.12.2019'];Marsa Alam;last-minute;2019-12;140;MENA;07/12/2019;140
['15.12.2019', '19.12.2019'];Rijeka;last-minute;2019-12;105;Europe;07/12/2019;104
['15.12.2019', '22.12.2019'];Hurghada;last-minute;2019-12;133;MENA;07/12/2019;109
['16.01.2020', '22.01.2020'];Jacksonville Florida;fernreisen;2020-01;231;USA East;04/12/2019;10
['16.01.2020', '22.01.2020'];Newark;fernreisen;2020-01;231;USA East;04/12/2019;231
['16.01.2020', '23.01.2020'];Jacksonville Florida;fernreisen;2020-01;245;USA East;26/10/2019;10
['16.01.2020', '23.01.2020'];New York La Guardia;fernreisen;2020-01;245;USA East;26/10/2019;211
['16.01.2020', '31.01.2020'];Jacksonville Florida;last-minute;2020-01;278;USA East;08/01/2020;10
['16.02.2020', '04.03.2020'];Jacksonville Florida;fernreisen;2020-02;410;USA East;20/10/2019;10
['16.02.2020', '04.03.2020'];Singapur;fernreisen;2020-02;410;Asia;20/10/2019;374
['16.02.2020', '05.03.2020'];Bangkok;fernreisen;2020-02;375;Asia;08/01/2020;371
['16.02.2020', '12.03.2020'];Bangkok;fernreisen;2020-02;375;Asia;24/12/2019;371
['16.02.2020', '27.02.2020'];Hanoi;fernreisen;2020-02;255;Asia;08/01/2020;255
['16.03.2020', '02.04.2020'];Montreal Pierre Elliott Trudeau;fernreisen;2020-03;357;Canada;24/12/2019;335
['16.03.2020', '03.04.2020'];Hongkong;fernreisen;2020-03;340;Asia;20/10/2019;338
['16.03.2020', '03.04.2020'];Jacksonville Florida;fernreisen;2020-03;340;USA East;20/10/2019;10
['16.03.2020', '20.03.2020'];Florenz;kurzurlaub;2020-03;75;Europe Italy;23/01/2020;68
['16.03.2020', '20.03.2020'];Florenz;kurzurlaub;2020-03;75;Europe Italy;28/01/2020;68
['16.03.2020', '21.03.2020'];Toronto;fernreisen;2020-03;380;Canada;24/12/2019;283
['16.03.2020', '24.03.2020'];New York La Guardia;fernreisen;2020-03;232;USA East;24/12/2019;211
['16.03.2020', '26.03.2020'];Jacksonville Florida;fernreisen;2020-03;312;USA East;20/10/2019;10
['16.03.2020', '26.03.2020'];Jacksonville Florida;fernreisen;2020-03;296;USA East;22/10/2019;10
['16.03.2020', '26.03.2020'];Taipei Songshan;fernreisen;2020-03;312;Asia;20/10/2019;304
['16.03.2020', '26.03.2020'];Taipei;fernreisen;2020-03;296;Asia;22/10/2019;296
['16.03.2020', '29.03.2020'];Fort Myers;fernreisen;2020-03;373;USA;19/10/2019;316
['16.03.2020', '29.03.2020'];Jacksonville Florida;fernreisen;2020-03;373;USA East;19/10/2019;10
['16.03.2020', '30.03.2020'];Tampa;fernreisen;2020-03;242;USA East;08/01/2020;242
['16.04.2020', '13.05.2020'];Jacksonville Florida;fernreisen;2020-04;379;USA East;22/10/2019;10
['16.04.2020', '13.05.2020'];Manila;fernreisen;2020-04;379;Asia;22/10/2019;370
['16.04.2020', '23.04.2020'];Dallas;fernreisen;2020-04;324;USA;04/10/2019;324
['16.04.2020', '23.04.2020'];Jacksonville Florida;fernreisen;2020-04;324;USA East;04/10/2019;10
['16.04.2020', '28.04.2020'];Jacksonville Florida;fernreisen;2020-04;391;USA East;04/10/2019;10
['16.04.2020', '28.04.2020'];Pensacola;fernreisen;2020-04;391;USA;04/10/2019;384
['16.05.2020', '31.05.2020'];Jacksonville Florida;fernreisen;2020-05;370;USA East;19/10/2019;10
['16.05.2020', '31.05.2020'];Jacksonville Florida;fernreisen;2020-05;378;USA East;26/10/2019;10
['16.05.2020', '31.05.2020'];Manila;fernreisen;2020-05;370;Asia;19/10/2019;370
['16.05.2020', '31.05.2020'];Manila;fernreisen;2020-05;378;Asia;26/10/2019;370
['16.06.2020', '23.06.2020'];Jacksonville Florida;warme-reiseziele;2020-06;227;USA East;04/12/2019;10
['16.06.2020', '23.06.2020'];Karpathos;warme-reiseziele;2020-06;227;Europe;07/12/2019;220
['16.08.2020', '05.09.2020'];Jacksonville Florida;sommerferien;2020-08;508;USA East;07/10/2019;10
['16.08.2020', '05.09.2020'];Kapstadt;sommerferien;2020-08;508;Africa;07/10/2019;508
['16.08.2020', '26.08.2020'];Girona;sommerferien;2020-08;63;Europe Italy;23/01/2020;38
['16.08.2020', '26.08.2020'];Girona;sommerferien;2020-08;51;Europe Italy;25/01/2020;38
['16.08.2020', '26.08.2020'];Girona;sommerferien;2020-08;50;Europe Italy;28/01/2020;38
['16.08.2020', '26.08.2020'];Jacksonville Florida;sommerferien;2020-08;449;USA East;26/10/2019;10
['16.08.2020', '26.08.2020'];Marsa Alam;sommerferien;2020-08;449;MENA;26/10/2019;140
['16.09.2020', '30.09.2020'];Lissabon;warme-reiseziele;2020-09;107;Europe Spain;24/12/2019;10
['16.10.2019', '04.11.2019'];Houston;last-minute;2019-10;449;USA;04/10/2019;328
['16.10.2019', '04.11.2019'];Houston;last-minute;2019-10;404;USA;05/10/2019;328
['16.10.2019', '04.11.2019'];Jacksonville Florida;last-minute;2019-10;449;USA East;04/10/2019;10
['16.10.2019', '04.11.2019'];Jacksonville Florida;last-minute;2019-10;404;USA East;05/10/2019;10
['16.10.2019', '23.10.2019'];Barcelona;staedtereisen;2019-10;60;Europe Spain;05/10/2019;50
['16.10.2019', '23.10.2019'];Girona;staedtereisen;2019-10;45;Europe Italy;04/10/2019;38
['16.10.2019', '23.10.2019'];Jacksonville Florida;last-minute;2019-10;596;USA East;04/10/2019;10
['16.10.2019', '23.10.2019'];Madrid;staedtereisen;2019-10;60;Europe Spain;05/10/2019;60
['16.10.2019', '23.10.2019'];Portland Oregon;last-minute;2019-10;596;USA East;04/10/2019;557
['16.10.2019', '31.10.2019'];Jacksonville Florida;last-minute;2019-10;419;USA East;04/10/2019;10
['16.10.2019', '31.10.2019'];San Diego;last-minute;2019-10;419;USA West;04/10/2019;344
['16.11.2019', '14.12.2019'];Jacksonville Florida;warme-reiseziele;2019-11;356;USA East;20/10/2019;10
['16.11.2019', '14.12.2019'];Jeddah;warme-reiseziele;2019-11;356;MENA;20/10/2019;280
['16.11.2020', '30.11.2020'];Tampa;fernreisen;2020-11;273;USA East;28/01/2020;242
['16.12.2019', '12.01.2020'];Jacksonville Florida;fernreisen;2019-12;395;USA East;04/12/2019;10
['17.01.2020', '06.02.2020'];Hurghada;last-minute;2020-01;90;MENA;08/01/2020;90
['17.01.2020', '16.02.2020'];Phnom Penh;last-minute;2020-01;400;Asia;08/01/2020;393
['17.01.2020', '24.01.2020'];Los Angeles;last-minute;2020-01;277;USA West;08/01/2020;234
['17.02.2020', '04.03.2020'];Jacksonville Florida;fernreisen;2020-02;388;USA East;19/10/2019;10
['17.02.2020', '04.03.2020'];Kuala Lumpur;fernreisen;2020-02;388;Asia;19/10/2019;386
['17.02.2020', '21.02.2020'];Mailand Malpensa;kurzurlaub;2020-02;51;Europe Italy;24/01/2020;45
['17.02.2020', '24.02.2020'];New York;fernreisen;2020-02;230;USA East;25/01/2020;219
['17.02.2020', '24.02.2020'];New York;fernreisen;2020-02;230;USA East;28/01/2020;219
['17.02.2020', '24.02.2020'];Sapporo Shin Chitose;fernreisen;2020-02;425;Japan;07/12/2019;424
['17.03.2020', '08.04.2020'];Sarasota;fernreisen;2020-03;381;USA East;24/12/2019;381
['17.03.2020', '24.03.2020'];Jacksonville Florida;fernreisen;2020-03;379;USA East;04/10/2019;10
['17.03.2020', '24.03.2020'];Jacksonville Florida;fernreisen;2020-03;373;USA East;05/10/2019;10
['17.03.2020', '24.03.2020'];Montreal Pierre Elliott Trudeau;fernreisen;2020-03;379;Canada;04/10/2019;335
['17.03.2020', '24.03.2020'];Montreal Pierre Elliott Trudeau;fernreisen;2020-03;373;Canada;05/10/2019;335
['17.03.2020', '24.03.2020'];Montreal Pierre Elliott Trudeau;fernreisen;2020-03;332;Canada;24/01/2020;332
['17.03.2020', '25.03.2020'];Jacksonville Florida;warme-reiseziele;2020-03;271;USA East;20/10/2019;10
['17.03.2020', '25.03.2020'];Jacksonville Florida;fernreisen;2020-03;268;USA East;26/10/2019;10
['17.03.2020', '25.03.2020'];Miami International;warme-reiseziele;2020-03;271;USA East;20/10/2019;253
['17.03.2020', '25.03.2020'];New York La Guardia;fernreisen;2020-03;268;USA East;26/10/2019;211
['17.03.2020', '26.03.2020'];Jacksonville Florida;fernreisen;2020-03;284;USA East;04/10/2019;10
['17.03.2020', '26.03.2020'];Toronto;fernreisen;2020-03;284;Canada;04/10/2019;283
['17.03.2020', '31.03.2020'];Jacksonville Florida;fernreisen;2020-03;323;USA East;22/10/2019;10
['17.03.2020', '31.03.2020'];Seattle;fernreisen;2020-03;323;USA West;22/10/2019;314
['17.04.2020', '03.05.2020'];Jacksonville Florida;fernreisen;2020-04;395;USA East;20/10/2019;10
['17.04.2020', '03.05.2020'];West Palm Beach;fernreisen;2020-04;395;USA East;20/10/2019;395
['17.06.2020', '01.07.2020'];Chania;warme-reiseziele;2020-06;99;Europe;20/10/2019;82
['17.06.2020', '01.07.2020'];Chania;warme-reiseziele;2020-06;98;Europe;22/10/2019;82
['17.06.2020', '01.07.2020'];Hurghada;warme-reiseziele;2020-06;308;MENA;22/10/2019;109
['17.06.2020', '01.07.2020'];Jacksonville Florida;warme-reiseziele;2020-06;308;USA East;22/10/2019;10
['17.07.2020', '19.07.2020'];Mailand Malpensa;warme-reiseziele;2020-07;61;Europe Italy;07/10/2019;45
['17.07.2020', '24.07.2020'];Malaga;warme-reiseziele;2020-07;103;Europe Spain;07/12/2019;48
['17.07.2020', '24.07.2020'];Malaga;warme-reiseziele;2020-07;103;Europe Spain;08/12/2019;48
['17.07.2020', '24.07.2020'];Tel Aviv;warme-reiseziele;2020-07;147;MENA;18/10/2019;51
['17.07.2020', '24.07.2020'];Tel Aviv;warme-reiseziele;2020-07;145;MENA;19/10/2019;51
['17.08.2020', '01.09.2020'];Ottawa;sommerferien;2020-08;430;Canada;25/01/2020;330
['17.08.2020', '02.09.2020'];Jacksonville Florida;sommerferien;2020-08;600;USA East;20/10/2019;10
['17.08.2020', '02.09.2020'];Vancouver;sommerferien;2020-08;600;Canada;20/10/2019;289
['17.08.2020', '04.09.2020'];Denver;sommerferien;2020-08;557;USA;07/12/2019;337
['17.08.2020', '04.09.2020'];Jacksonville Florida;sommerferien;2020-08;557;USA East;06/12/2019;10
['17.08.2020', '04.09.2020'];Porto;sommerferien;2020-08;103;Europe Spain;08/12/2019;20
['17.08.2020', '04.09.2020'];Porto;sommerferien;2020-08;131;Europe Spain;24/12/2019;20
['17.08.2020', '04.09.2020'];Toronto;sommerferien;2020-08;400;Canada;25/01/2020;283
['17.08.2020', '05.09.2020'];Jacksonville Florida;fernreisen;2020-08;371;USA East;06/10/2019;10
['17.08.2020', '05.09.2020'];Los Angeles;fernreisen;2020-08;371;USA West;06/10/2019;285
['17.08.2020', '06.09.2020'];Jacksonville Florida;sommerferien;2020-08;402;USA East;18/10/2019;10
['17.08.2020', '06.09.2020'];Porto;sommerferien;2020-08;102;Europe Spain;07/12/2019;20
['17.08.2020', '07.09.2020'];Manila;sommerferien;2020-08;474;Asia;08/01/2020;370
['17.08.2020', '24.08.2020'];Cagliari;sommerferien;2020-08;134;Europe Italy;18/10/2019;134
['17.08.2020', '24.08.2020'];Cagliari;sommerferien;2020-08;141;Europe Italy;26/10/2019;134
['17.08.2020', '24.08.2020'];Jacksonville Florida;sommerferien;2020-08;674;USA East;04/10/2019;10
['17.08.2020', '24.08.2020'];Jacksonville Florida;sommerferien;2020-08;675;USA East;07/10/2019;10
['17.08.2020', '24.08.2020'];Jacksonville Florida;sommerferien;2020-08;620;USA East;18/10/2019;10
['17.08.2020', '24.08.2020'];Rio de Janeiro Santos Dumont;sommerferien;2020-08;674;Karibik;04/10/2019;620
['17.08.2020', '24.08.2020'];Rio de Janeiro Santos Dumont;sommerferien;2020-08;675;Karibik;07/10/2019;620
['17.08.2020', '24.08.2020'];Rio de Janeiro Santos Dumont;sommerferien;2020-08;620;Karibik;18/10/2019;620
['17.08.2020', '27.08.2020'];Bari;sommerferien;2020-08;143;Europe Italy;22/10/2019;86
['17.08.2020', '27.08.2020'];Jacksonville Florida;sommerferien;2020-08;499;USA East;04/12/2019;10
['17.08.2020', '27.08.2020'];Marsa Alam;sommerferien;2020-08;499;MENA;07/12/2019;140
['17.08.2020', '27.08.2020'];Marsa Alam;sommerferien;2020-08;497;MENA;08/12/2019;140
['17.08.2020', '30.08.2020'];Atlanta;sommerferien;2020-08;510;USA East;07/12/2019;361
['17.08.2020', '30.08.2020'];Atlanta;sommerferien;2020-08;427;USA East;23/01/2020;361
['17.08.2020', '30.08.2020'];Atlanta;sommerferien;2020-08;435;USA East;24/01/2020;361
['17.08.2020', '30.08.2020'];Jacksonville Florida;sommerferien;2020-08;389;USA East;23/01/2020;10
['17.08.2020', '30.08.2020'];Jacksonville Florida;sommerferien;2020-08;378;USA East;24/01/2020;10
['17.08.2020', '30.08.2020'];Jacksonville Florida;sommerferien;2020-08;378;USA East;28/01/2020;151
['17.08.2020', '30.08.2020'];Washington DC;sommerferien;2020-08;377;USA East;25/01/2020;343
['17.08.2020', '31.08.2020'];Miami International;sommerferien;2020-08;380;USA East;24/01/2020;253
['17.08.2020', '31.08.2020'];Newark;sommerferien;2020-08;259;USA East;24/12/2019;220
['17.08.2020', '31.08.2020'];Toronto;sommerferien;2020-08;386;Canada;24/01/2020;283
['17.09.2020', '21.09.2020'];Mallorca;warme-reiseziele;2020-09;60;Europe Spain;24/12/2019;20
['17.09.2020', '28.09.2020'];Funchal;warme-reiseziele;2020-09;126;Europe Spain;08/01/2020;124
['17.10.2019', '22.10.2019'];Ankara;last-minute;2019-10;121;MENA;04/10/2019;121
['17.10.2019', '23.10.2019'];Olbia;last-minute;2019-10;103;Europe Italy;06/10/2019;103
['17.10.2019', '23.10.2019'];Olbia;last-minute;2019-10;104;Europe Italy;07/10/2019;103
['17.10.2019', '24.10.2019'];Palermo;last-minute;2019-10;94;Europe Italy;05/10/2019;27
['17.10.2019', '25.10.2019'];Jacksonville Florida;last-minute;2019-10;336;USA East;05/10/2019;10
['17.10.2019', '25.10.2019'];Muscat;last-minute;2019-10;336;MENA;05/10/2019;336
['18.01.2020', '20.01.2020'];Mallorca;kurzurlaub;2020-01;24;Europe Spain;19/10/2019;20
['18.01.2020', '25.01.2020'];New York;last-minute;2020-01;231;USA East;08/01/2020;223
['18.01.2020', '31.01.2020'];Newark;last-minute;2020-01;205;USA East;08/01/2020;205
['18.02.2020', '01.03.2020'];Tampa;fernreisen;2020-02;271;USA East;24/01/2020;242
['18.02.2020', '03.03.2020'];Los Angeles;fernreisen;2020-02;234;USA West;08/01/2020;234
['18.02.2020', '11.03.2020'];Jacksonville Florida;fernreisen;2020-02;409;USA East;04/12/2019;10
['18.02.2020', '11.03.2020'];Jacksonville Florida;fernreisen;2020-02;333;USA East;18/10/2019;10
['18.02.2020', '11.03.2020'];Vancouver;fernreisen;2020-02;333;Canada;18/10/2019;289
['18.02.2020', '25.02.2020'];Jacksonville Florida;fernreisen;2020-02;303;USA East;22/10/2019;10
['18.02.2020', '28.02.2020'];Orlando;fernreisen;2020-02;262;USA East;23/01/2020;259
['18.03.2020', '25.03.2020'];Toronto;fernreisen;2020-03;313;Canada;23/01/2020;283
['18.03.2020', '25.03.2020'];Toronto;fernreisen;2020-03;314;Canada;24/01/2020;283
['18.03.2020', '25.03.2020'];Vancouver;fernreisen;2020-03;356;Canada;24/01/2020;289
['18.03.2020', '29.03.2020'];Okinawa;fernreisen;2020-03;413;Japan;08/12/2019;413
['18.03.2020', '31.03.2020'];Jacksonville Florida;fernreisen;2020-03;402;USA East;04/12/2019;10
['18.03.2020', '31.03.2020'];Montreal Pierre Elliott Trudeau;fernreisen;2020-03;402;Canada;07/12/2019;335
['18.04.2020', '25.04.2020'];Athen;staedtereisen;2020-04;61;Europe;08/12/2019;61
['18.06.2020', '08.07.2020'];Jacksonville Florida;warme-reiseziele;2020-06;222;USA East;19/10/2019;10
['18.06.2020', '08.07.2020'];Jacksonville Florida;warme-reiseziele;2020-06;220;USA East;26/10/2019;10
['18.06.2020', '08.07.2020'];Karpathos;warme-reiseziele;2020-06;227;Europe;08/12/2019;220
['18.06.2020', '08.07.2020'];Karpathos;warme-reiseziele;2020-06;222;Europe;19/10/2019;220
['18.06.2020', '08.07.2020'];Karpathos;warme-reiseziele;2020-06;220;Europe;26/10/2019;220
['18.06.2020', '30.06.2020'];Jacksonville Florida;warme-reiseziele;2020-06;232;USA East;18/10/2019;10
['18.06.2020', '30.06.2020'];Karpathos;warme-reiseziele;2020-06;232;Europe;18/10/2019;220
['18.07.2020', '21.07.2020'];Ibiza;warme-reiseziele;2020-07;108;Europe Spain;24/01/2020;84
['18.07.2020', '25.07.2020'];Amman;warme-reiseziele;2020-07;181;MENA;24/12/2019;32
['18.07.2020', '25.07.2020'];Rom Fiumicino;warme-reiseziele;2020-07;88;Europe Italy;18/10/2019;74
['18.08.2020', '01.09.2020'];Las Vegas;sommerferien;2020-08;385;USA West;23/01/2020;249
['18.08.2020', '25.08.2020'];Bali;sommerferien;2020-08;570;Asia;26/10/2019;273
['18.08.2020', '25.08.2020'];Jacksonville Florida;sommerferien;2020-08;570;USA East;26/10/2019;10
['18.08.2020', '25.08.2020'];Triest;sommerferien;2020-08;121;Europe Italy;07/12/2019;103
['18.08.2020', '25.08.2020'];Triest;sommerferien;2020-08;121;Europe Italy;08/12/2019;103
['18.08.2020', '25.08.2020'];Triest;sommerferien;2020-08;131;Europe Italy;24/12/2019;103
['18.08.2020', '31.08.2020'];New York La Guardia;sommerferien;2020-08;286;USA East;24/12/2019;211
['18.10.2019', '04.11.2019'];Cincinnati;last-minute;2019-10;482;USA;04/10/2019;482
['18.10.2019', '04.11.2019'];Cincinnati;last-minute;2019-10;559;USA;06/10/2019;482
['18.10.2019', '04.11.2019'];Jacksonville Florida;last-minute;2019-10;482;USA East;04/10/2019;10
['18.10.2019', '04.11.2019'];Jacksonville Florida;last-minute;2019-10;559;USA East;06/10/2019;10
['18.10.2019', '06.11.2019'];Jacksonville Florida;last-minute;2019-10;557;USA East;07/10/2019;10
['18.10.2019', '06.11.2019'];Portland Oregon;last-minute;2019-10;557;USA East;07/10/2019;557
['18.10.2019', '26.10.2019'];Dalaman;last-minute;2019-10;177;MENA;05/10/2019;151
['18.10.2019', '26.10.2019'];Dalaman;last-minute;2019-10;179;MENA;06/10/2019;151
['18.10.2019', '26.10.2019'];Dalaman;last-minute;2019-10;178;MENA;07/10/2019;151
['18.10.2019', '26.10.2019'];Jacksonville Florida;last-minute;2019-10;177;USA East;05/10/2019;10
['18.10.2019', '26.10.2019'];Jacksonville Florida;last-minute;2019-10;179;USA East;06/10/2019;10
['18.10.2019', '26.10.2019'];Jacksonville Florida;last-minute;2019-10;178;USA East;07/10/2019;10
['18.11.2019', '09.12.2019'];Jacksonville Florida;fernreisen;2019-11;385;USA East;18/10/2019;10
['18.11.2019', '09.12.2019'];Mombasa;fernreisen;2019-11;385;Africa;18/10/2019;380
['18.11.2019', '25.11.2019'];Jacksonville Florida;fernreisen;2019-11;362;USA East;07/10/2019;10
['18.11.2019', '25.11.2019'];Jacksonville Florida;fernreisen;2019-11;275;USA East;22/10/2019;10
['18.11.2019', '25.11.2019'];Newark;fernreisen;2019-11;275;USA East;22/10/2019;231
['18.11.2019', '25.11.2019'];Shanghai Pudong;fernreisen;2019-11;362;Asia;07/10/2019;362
['18.12.2019', '25.12.2019'];Djerba;last-minute;2019-12;200;Africa;07/12/2019;185
['19.01.2020', '02.02.2020'];Palermo;staedtereisen;2020-01;36;Europe Italy;07/12/2019;27
['19.01.2020', '02.02.2020'];Palermo;staedtereisen;2020-01;35;Europe Italy;08/12/2019;27
['19.01.2020', '25.01.2020'];Jacksonville Florida;fernreisen;2020-01;338;USA East;04/12/2019;10
['19.01.2020', '25.01.2020'];Orlando;fernreisen;2020-01;338;USA East;04/12/2019;318
['19.02.2020', '04.03.2020'];Jacksonville Florida;fernreisen;2020-02;395;USA East;04/12/2019;10
['19.02.2020', '10.03.2020'];Taipei Songshan;fernreisen;2020-02;314;Asia;25/01/2020;304
['19.02.2020', '10.03.2020'];Taipei Songshan;fernreisen;2020-02;314;Asia;28/01/2020;304
['19.02.2020', '12.03.2020'];Jacksonville Florida;fernreisen;2020-02;378;USA East;05/10/2019;10
['19.02.2020', '12.03.2020'];Jacksonville Florida;fernreisen;2020-02;377;USA East;18/10/2019;10
['19.02.2020', '12.03.2020'];Tokio Haneda;fernreisen;2020-02;378;Japan;05/10/2019;365
['19.02.2020', '12.03.2020'];Tokio Haneda;fernreisen;2020-02;377;Japan;18/10/2019;365
['19.02.2020', '26.02.2020'];Jacksonville Florida;fernreisen;2020-02;314;USA East;04/10/2019;10
['19.02.2020', '26.02.2020'];Seattle;fernreisen;2020-02;314;USA West;04/10/2019;314
['19.03.2020', '26.03.2020'];Jacksonville Florida;fernreisen;2020-03;283;USA East;19/10/2019;10
['19.03.2020', '26.03.2020'];New York;fernreisen;2020-03;283;USA East;19/10/2019;223
['19.03.2020', '28.03.2020'];Los Angeles;fernreisen;2020-03;285;USA West;08/12/2019;285
['19.03.2020', '29.03.2020'];Los Angeles;fernreisen;2020-03;286;USA West;06/12/2019;285
['19.04.2020', '03.05.2020'];Hanoi;fernreisen;2020-04;392;Asia;26/10/2019;390
['19.04.2020', '03.05.2020'];Jacksonville Florida;fernreisen;2020-04;392;USA East;26/10/2019;10
['19.04.2020', '22.04.2020'];Chania;kurzurlaub;2020-04;65;Europe;08/01/2020;51
['19.04.2020', '22.04.2020'];Chania;kurzurlaub;2020-04;80;Europe;23/01/2020;51
['19.04.2020', '22.04.2020'];Chania;kurzurlaub;2020-04;83;Europe;25/01/2020;51
['19.04.2020', '22.04.2020'];Chania;kurzurlaub;2020-04;81;Europe;28/01/2020;51
['19.04.2020', '23.04.2020'];Palermo;kurzurlaub;2020-04;55;Europe Italy;23/01/2020;27
['19.05.2020', '03.06.2020'];Dallas;warme-reiseziele;2020-05;351;USA;09/10/2019;324
['19.05.2020', '03.06.2020'];Jacksonville Florida;warme-reiseziele;2020-05;351;USA East;09/10/2019;10
['19.05.2020', '26.05.2020'];Edinburgh;staedtereisen;2020-05;46;Europe;26/10/2019;30
['19.05.2020', '26.05.2020'];Porto;staedtereisen;2020-05;58;Europe Spain;28/01/2020;20
['19.05.2020', '27.05.2020'];Ercan;warme-reiseziele;2020-05;153;MENA;04/10/2019;153
['19.05.2020', '27.05.2020'];Jacksonville Florida;warme-reiseziele;2020-05;153;USA East;04/10/2019;10
['19.06.2020', '05.07.2020'];Malta;warme-reiseziele;2020-06;87;Europe;08/12/2019;82
['19.08.2020', '01.09.2020'];Jacksonville Florida;sommerferien;2020-08;488;USA East;04/10/2019;10
['19.08.2020', '01.09.2020'];Jacksonville Florida;sommerferien;2020-08;491;USA East;07/10/2019;10
['19.08.2020', '01.09.2020'];Recife;sommerferien;2020-08;488;Karibik;04/10/2019;486
['19.08.2020', '01.09.2020'];Recife;sommerferien;2020-08;491;Karibik;07/10/2019;486
['19.08.2020', '02.09.2020'];Brindisi;sommerferien;2020-08;91;Europe;08/01/2020;40
['19.08.2020', '03.09.2020'];Phoenix;sommerferien;2020-08;439;USA;23/01/2020;336
['19.08.2020', '28.08.2020'];Pisa;sommerferien;2020-08;98;Europe Italy;18/10/2019;86
['19.08.2020', '30.08.2020'];Nantes;sommerferien;2020-08;134;Europe France;26/10/2019;134
['19.09.2020', '02.10.2020'];Jacksonville Florida;warme-reiseziele;2020-09;241;USA East;26/10/2019;10
['19.09.2020', '26.09.2020'];Athen;warme-reiseziele;2020-09;119;Europe;18/10/2019;61
['19.10.2019', '02.11.2019'];Grenada;last-minute;2019-10;601;Karibik;05/10/2019;582
['19.10.2019', '02.11.2019'];Jacksonville Florida;last-minute;2019-10;601;USA East;05/10/2019;10
['19.10.2019', '06.11.2019'];Jacksonville Florida;last-minute;2019-10;345;USA East;07/10/2019;10
['19.10.2019', '06.11.2019'];Jacksonville Florida;last-minute;2019-10;346;USA East;09/10/2019;10
['19.10.2019', '06.11.2019'];Philadelphia;last-minute;2019-10;345;USA East;07/10/2019;252
['19.10.2019', '06.11.2019'];Philadelphia;last-minute;2019-10;346;USA East;09/10/2019;252
['19.10.2019', '26.10.2019'];Dubrovnik;last-minute;2019-10;90;Europe;18/10/2019;90
['19.10.2019', '26.10.2019'];Grenada;last-minute;2019-10;582;Karibik;07/10/2019;582
['19.10.2019', '26.10.2019'];Grenada;last-minute;2019-10;588;Karibik;09/10/2019;582
['19.10.2019', '26.10.2019'];Jacksonville Florida;last-minute;2019-10;173;USA East;05/10/2019;10
['19.10.2019', '26.10.2019'];Jacksonville Florida;last-minute;2019-10;582;USA East;07/10/2019;10
['19.10.2019', '26.10.2019'];Jacksonville Florida;last-minute;2019-10;588;USA East;09/10/2019;10
['19.10.2019', '26.10.2019'];Kutaisi;last-minute;2019-10;87;Europe;07/10/2019;81
['19.10.2019', '26.10.2019'];Kutaisi;last-minute;2019-10;86;Europe;09/10/2019;81
['19.10.2019', '26.10.2019'];Tivat;last-minute;2019-10;173;Europe;05/10/2019;168
['19.11.2019', '08.12.2019'];Jacksonville Florida;warme-reiseziele;2019-11;277;USA East;22/10/2019;10
['19.11.2019', '08.12.2019'];Miami International;warme-reiseziele;2019-11;277;USA East;22/10/2019;253
['19.11.2019', '25.11.2019'];Banjul;warme-reiseziele;2019-11;329;Africa;09/10/2019;210
['19.11.2019', '25.11.2019'];Jacksonville Florida;warme-reiseziele;2019-11;329;USA East;09/10/2019;10
['19.11.2019', '26.11.2019'];Jacksonville Florida;warme-reiseziele;2019-11;253;USA East;18/10/2019;10
['19.11.2019', '26.11.2019'];Miami International;warme-reiseziele;2019-11;253;USA East;18/10/2019;253
['19.12.2019', '31.12.2019'];London City;last-minute;2019-12;112;Europe;08/12/2019;112
['20.02.2020', '01.03.2020'];New York;fernreisen;2020-02;250;USA East;07/12/2019;223
['20.02.2020', '04.03.2020'];Washington DC National;fernreisen;2020-02;343;USA East;24/01/2020;343
['20.02.2020', '04.03.2020'];Washington DC National;fernreisen;2020-02;358;USA East;25/01/2020;343
['20.02.2020', '17.03.2020'];Jacksonville Florida;fernreisen;2020-02;372;USA East;04/12/2019;10
['20.02.2020', '26.02.2020'];Fort Lauderdale;fernreisen;2020-02;363;USA;28/01/2020;308
['20.02.2020', '27.02.2020'];Washington DC National;fernreisen;2020-02;380;USA East;24/12/2019;377
['20.03.2020', '11.04.2020'];Hongkong;fernreisen;2020-03;340;Asia;26/10/2019;338
['20.03.2020', '11.04.2020'];Jacksonville Florida;fernreisen;2020-03;340;USA East;26/10/2019;10
['20.03.2020', '28.03.2020'];Jacksonville Florida;fernreisen;2020-03;392;USA East;06/12/2019;10
['20.03.2020', '28.03.2020'];Mombasa;fernreisen;2020-03;392;Africa;07/12/2019;380
['20.03.2020', '28.03.2020'];Mombasa;fernreisen;2020-03;391;Africa;08/12/2019;380
['20.03.2020', '29.03.2020'];Philadelphia;fernreisen;2020-03;325;USA East;28/01/2020;252
['20.04.2020', '10.05.2020'];West Palm Beach;fernreisen;2020-04;318;USA East;28/01/2020;249
['20.04.2020', '23.04.2020'];Mailand Malpensa;kurzurlaub;2020-04;56;Europe Italy;26/10/2019;45
['20.04.2020', '24.04.2020'];Malaga;kurzurlaub;2020-04;66;Europe Spain;24/12/2019;48
['20.05.2020', '24.05.2020'];Izmir;warme-reiseziele;2020-05;99;MENA;04/10/2019;99
